#separator:tab
#html:true
#guid column:1
#notetype column:2
#tags column:15
ru,(zD:6*.	Universal German word template	Ufer	берег		das	Ufer				Ich erreichte das Ufer und fing an zu laufen.	Я добрался до берега и побежал.					
iPG-t)?M.e	Universal German word template	Umzug	"<ul><li>переезд</li><li>процессия</li>
</ul>"		der	Umzüge				Mein Umzug nach Berlin war sehr stressig.	Мой переезд в Берлин был очень стрессовым.	Der Karnevalsumzug in Köln ist immer sehr farbenfroh.	Карнавальное шествие в Кёльне всегда очень красочное.	Nächste Woche habe ich einen Umzug, können Sie mir helfen?	На следующей неделе у меня переезд, не могли бы вы мне помочь?	chatgpt
jDjxlfd@/-	Universal German word template	umsonst	<ul><li>бесплатно</li><li>зря, напрасно</li></ul>							Ich habe zwei Karten für das Konzert bekommen, ganz umsonst!	Я получил два билета на концерт, совершенно бесплатно!	Er hat die ganze Nacht gearbeitet, aber es war alles umsonst.	Он работал всю ночь, но это было все зря.	Umsonst solltest du deine Zeit nicht verschwenden.	Не стоит тратить свое время впустую.	chatgpt
eB%Nmdanlm	Universal German word template	Uhr	час		die	Uhren				Es ist 3 Uhr nachmittags.	Сейчас 3 часа дня.	Wie spät ist es? - Es ist halb acht Uhr.	Который час? - Сейчас половина восьмого.	Die Uhr an der Wand ist kaputt.	Часы на стене сломаны.	A1 chatgpt
Pc((weJn>L	Universal German word template	Urkunde	свидетельство, документ, удостоверение		die	Urkunden				Die Heiratsurkunde wurde vom Standesamt ausgestellt.	Свидетельство о браке было выдано загсом.	Er hat seine Urkunde verloren und muss eine neue beantragen.	Он потерял своё удостоверение и должен подать заявление на получение нового.	Die historische Urkunde wurde im Museum zur Schau gestellt.	Исторический документ был выставлен в музее.	chatgpt
mG){0G~,s<	Universal German word template	Unterkunft	"<ul><li></li><li>убежище</li><li>проживание</li><ul></ul>
</ul>"		die	Unterkünfte				Die Flüchtlinge suchen nach einer sicheren Unterkunft.	Беженцы ищут безопасное убежище.	Ich habe eine günstige Unterkunft in Berlin gefunden.	Я нашел недорогое жилье в Берлине.			chatgpt
LPuch%5Kgu	Universal German word template	umdrehen sich	развернуться, повернуться, отвернуться					ist sich umgedreht		Und wenn Sie das nicht glauben wollen, dann können Sie sich umdrehen und sofort gehen.	И если вы не хотите в это верить, то можете развернуться и немедленно уйти.					сложно
h.:-SmAW4l	Universal German word template	0.03 Uhr, null Uhr drei	0 часов 3 минуты													A1
Np7kaeQ1Tm	Universal German word template	7.15 Uhr, sieben Uhr fünfzehn	7 часов 15 минут													A1
Q:@0jJ[|WB	Universal German word template	in erster Linie	в первую очередь	"<div><ul><li>""<b class=""spoiler"">In erster Linie</b>"" буквально переводится как ""в первую очередь"" и подчеркивает, что что-то является самым важным среди других факторов или аспектов.</li><li>""<b class=""spoiler"">Vor allem</b>"" переводится как ""прежде всего"" или ""особенно"" и используется для выделения чего-то как особенно важного или значимого среди ряда других вещей.</li><li><span style=""color: rgb(13, 13, 13); background-color: rgb(255, 255, 255);"">""<b class=""spoiler"">Hauptsächlich</b>"" переводится как ""главным образом"" или ""преимущественно"" и указывает на то, что большая часть чего-либо относится к определенной категории или характеристике.</span><br></li></ul></div>"						In erster Linie ist es wichtig, die Gesundheit zu erhalten.	В первую очередь важно сохранять здоровье.	Wir kümmern uns in erster Linie um die Zufriedenheit unserer Kunden.	Мы прежде всего заботимся о удовлетворённости наших клиентов.			chatgpt
